STATION_NUMBER,TIME,STATUS,NUMBER_OF_BIKES,NUMBER_OF_STANDS,NUMBER_OF_SPACES
1,1522869876000,OPEN,0,31,31
1,1522869876000,OPEN,0,31,31
1,1522870667000,OPEN,0,31,31
1,1522870667000,OPEN,0,31,31
1,1522871276000,OPEN,0,31,31
1,1522871276000,OPEN,0,31,31
1,1522871885000,OPEN,0,31,31
1,1522871885000,OPEN,0,31,31
1,1522872494000,OPEN,0,31,31
1,1522872494000,OPEN,0,31,31
1,1522873103000,OPEN,0,31,31
1,1522873103000,OPEN,0,31,31
1,1522873712000,OPEN,0,31,31
1,1522874074000,OPEN,4,31,27
1,1522874361000,OPEN,18,31,13
1,1522874655000,OPEN,19,31,12
1,1522874930000,OPEN,18,31,13
1,1522874930000,OPEN,18,31,13
1,1522875571000,OPEN,15,31,16
1,1522875862000,OPEN,15,31,16
1,1522876169000,OPEN,14,31,17
1,1522876202000,OPEN,13,31,18
1,1522876630000,OPEN,12,31,19
1,1522876630000,OPEN,12,31,19
1,1522877240000,OPEN,11,31,20
1,1522877240000,OPEN,11,31,20
1,1522877848000,OPEN,11,31,20
1,1522878217000,OPEN,10,31,21
1,1522878554000,OPEN,9,31,22
1,1522878585000,OPEN,9,31,22
1,1522879145000,OPEN,8,31,23
1,1522879465000,OPEN,8,31,23
1,1522879576000,OPEN,6,31,25
1,1522879883000,OPEN,5,31,26
1,1522880344000,OPEN,4,31,27
1,1522880344000,OPEN,4,31,27
1,1522880722000,OPEN,3,31,28
1,1522880722000,OPEN,3,31,28
1,1522881332000,OPEN,2,31,29
1,1522881332000,OPEN,2,31,29
1,1522881940000,OPEN,2,31,29
1,1522882467000,OPEN,1,31,30
1,1522882503000,OPEN,0,31,31
1,1522882503000,OPEN,0,31,31
1,1522883112000,OPEN,0,31,31
1,1522883112000,OPEN,0,31,31
1,1522883721000,OPEN,0,31,31
1,1522883721000,OPEN,0,31,31
1,1522884330000,OPEN,0,31,31
1,1522884766000,OPEN,0,31,31
1,1522884766000,OPEN,0,31,31
1,1522885375000,OPEN,0,31,31
1,1522885375000,OPEN,0,31,31
1,1522885985000,OPEN,0,31,31
1,1522885985000,OPEN,0,31,31
1,1522886595000,OPEN,0,31,31
1,1522886595000,OPEN,0,31,31
1,1522887203000,OPEN,0,31,31
1,1522887203000,OPEN,0,31,31
1,1522887813000,OPEN,0,31,31
1,1522887813000,OPEN,0,31,31
1,1522888422000,OPEN,0,31,31
1,1522888422000,OPEN,0,31,31
1,1522889031000,OPEN,0,31,31
1,1522889031000,OPEN,0,31,31
1,1522889640000,OPEN,0,31,31
1,1522889640000,OPEN,0,31,31
1,1522890249000,OPEN,0,31,31
1,1522890249000,OPEN,0,31,31
1,1522890858000,OPEN,0,31,31
1,1522890858000,OPEN,0,31,31
1,1522891468000,OPEN,0,31,31
1,1522891468000,OPEN,0,31,31
1,1522892055000,OPEN,0,31,31
1,1522892246000,OPEN,0,31,31
1,1522892246000,OPEN,0,31,31
1,1522892855000,OPEN,0,31,31
1,1522892855000,OPEN,0,31,31
1,1522893465000,OPEN,0,31,31
1,1522893465000,OPEN,0,31,31
1,1522894074000,OPEN,0,31,31
1,1522894074000,OPEN,0,31,31
1,1522894684000,OPEN,0,31,31
1,1522894684000,OPEN,0,31,31
1,1522895292000,OPEN,0,31,31
1,1522895292000,OPEN,0,31,31
1,1522895901000,OPEN,0,31,31
1,1522895901000,OPEN,0,31,31
1,1522896510000,OPEN,0,31,31
1,1522896510000,OPEN,0,31,31
1,1522897119000,OPEN,0,31,31
1,1522897119000,OPEN,0,31,31
1,1522897728000,OPEN,0,31,31
1,1522897728000,OPEN,0,31,31
1,1522898337000,OPEN,0,31,31
1,1522898337000,OPEN,0,31,31
1,1522898946000,OPEN,0,31,31
1,1522898946000,OPEN,0,31,31
1,1522899556000,OPEN,0,31,31
1,1522899556000,OPEN,0,31,31
1,1522900165000,OPEN,0,31,31
1,1522900165000,OPEN,0,31,31
1,1522900774000,OPEN,0,31,31
1,1522900847000,OPEN,0,31,31
1,1522900847000,OPEN,0,31,31
1,1522901456000,OPEN,0,31,31
1,1522901456000,OPEN,0,31,31
1,1522902064000,OPEN,0,31,31
1,1522902064000,OPEN,0,31,31
1,1522902673000,OPEN,0,31,31
1,1522903136000,OPEN,1,31,30
1,1522903136000,OPEN,1,31,30
1,1522903746000,OPEN,1,31,30
1,1522903746000,OPEN,1,31,30
1,1522904355000,OPEN,1,31,30
1,1522904355000,OPEN,1,31,30
1,1522904964000,OPEN,1,31,30
1,1522904964000,OPEN,1,31,30
1,1522905572000,OPEN,1,31,30
1,1522905673000,OPEN,2,31,29
1,1522905673000,OPEN,2,31,29
1,1522906372000,OPEN,3,31,28
1,1522906372000,OPEN,3,31,28
1,1522906981000,OPEN,3,31,28
1,1522907376000,OPEN,4,31,27
1,1522907664000,OPEN,7,31,24
1,1522907849000,OPEN,8,31,23
1,1522908176000,OPEN,9,31,22
1,1522908176000,OPEN,9,31,22
1,1522908785000,OPEN,9,31,22
1,1522908785000,OPEN,9,31,22
1,1522909395000,OPEN,9,31,22
1,1522909680000,OPEN,10,31,21
1,1522909947000,OPEN,11,31,20
1,1522910371000,OPEN,13,31,18
1,1522910658000,OPEN,14,31,17
1,1522910935000,OPEN,17,31,14
1,1522911195000,OPEN,18,31,13
1,1522911530000,OPEN,12,31,19
1,1522911828000,OPEN,14,31,17
1,1522912175000,OPEN,16,31,15
1,1522912457000,OPEN,16,31,15
1,1522912774000,OPEN,18,31,13
1,1522913055000,OPEN,18,31,13
1,1522913357000,OPEN,18,31,13
1,1522913581000,OPEN,20,31,11
1,1522913941000,OPEN,23,31,8
1,1522914270000,OPEN,23,31,8
1,1522914511000,OPEN,23,31,8
1,1522914791000,OPEN,25,31,6
1,1522915165000,OPEN,16,31,15
1,1522915439000,OPEN,10,31,21
1,1522915439000,OPEN,10,31,21
1,1522915979000,OPEN,11,31,20
1,1522915979000,OPEN,11,31,20
1,1522916588000,OPEN,11,31,20
1,1522916786000,OPEN,12,31,19
1,1522917243000,OPEN,13,31,18
1,1522917408000,OPEN,15,31,16
1,1522917739000,OPEN,18,31,13
1,1522918155000,OPEN,21,31,10
1,1522918352000,OPEN,22,31,9
1,1522918753000,OPEN,23,31,8
1,1522918827000,OPEN,23,31,8
1,1522919360000,OPEN,24,31,7
1,1522919360000,OPEN,24,31,7
1,1522919730000,OPEN,25,31,6
1,1522920277000,OPEN,25,31,6
1,1522920440000,OPEN,26,31,5
1,1522920837000,OPEN,28,31,3
1,1522920950000,OPEN,29,31,2
1,1522921238000,OPEN,29,31,2
1,1522921587000,OPEN,30,31,1
1,1522921587000,OPEN,30,31,1
1,1522922196000,OPEN,30,31,1
1,1522922533000,OPEN,31,31,0
1,1522922533000,OPEN,31,31,0
1,1522923176000,OPEN,31,31,0
1,1522923506000,OPEN,31,31,0
1,1522923506000,OPEN,31,31,0
1,1522924116000,OPEN,31,31,0
1,1522924116000,OPEN,31,31,0
1,1522924724000,OPEN,31,31,0
1,1522924724000,OPEN,31,31,0
1,1522925199000,OPEN,30,31,1
1,1522925667000,OPEN,30,31,1
1,1522925667000,OPEN,30,31,1
1,1522926136000,OPEN,31,31,0
1,1522926136000,OPEN,31,31,0
1,1522926745000,OPEN,31,31,0
1,1522926745000,OPEN,31,31,0
1,1522927280000,OPEN,31,31,0
1,1522927280000,OPEN,31,31,0
1,1522927816000,OPEN,31,31,0
1,1522927816000,OPEN,31,31,0
1,1522928584000,OPEN,30,31,1
1,1522928739000,OPEN,31,31,0
1,1522928739000,OPEN,31,31,0
1,1522929349000,OPEN,31,31,0
1,1522929349000,OPEN,31,31,0
1,1522930078000,OPEN,31,31,0
1,1522930078000,OPEN,31,31,0
1,1522930569000,OPEN,31,31,0
1,1522930569000,OPEN,31,31,0
1,1522931217000,OPEN,29,31,2
1,1522931408000,OPEN,29,31,2
1,1522931970000,OPEN,30,31,1
1,1522932068000,OPEN,31,31,0
1,1522932576000,OPEN,30,31,1
1,1522932810000,OPEN,31,31,0
1,1522932810000,OPEN,31,31,0
1,1522933420000,OPEN,31,31,0
1,1522933420000,OPEN,31,31,0
1,1522934029000,OPEN,31,31,0
1,1522934301000,OPEN,31,31,0
1,1522934670000,OPEN,28,31,3
1,1522934746000,OPEN,28,31,3
1,1522935261000,OPEN,30,31,1
1,1522935293000,OPEN,30,31,1
1,1522935867000,OPEN,28,31,3
1,1522935989000,OPEN,27,31,4
1,1522936191000,OPEN,28,31,3
1,1522936654000,OPEN,30,31,1
1,1522937073000,OPEN,28,31,3
1,1522937375000,OPEN,30,31,1
1,1522937673000,OPEN,30,31,1
1,1522937901000,OPEN,30,31,1
1,1522938116000,OPEN,31,31,0
1,1522938443000,OPEN,31,31,0
1,1522938873000,OPEN,31,31,0
1,1522939127000,OPEN,31,31,0
1,1522939127000,OPEN,31,31,0
1,1522939736000,OPEN,31,31,0
1,1522939736000,OPEN,31,31,0
1,1522940345000,OPEN,31,31,0
1,1522940657000,OPEN,28,31,3
1,1522940880000,OPEN,28,31,3
1,1522941162000,OPEN,28,31,3
1,1522941572000,OPEN,27,31,4
1,1522941686000,OPEN,27,31,4
1,1522941907000,OPEN,29,31,2
1,1522942351000,OPEN,27,31,4
1,1522942723000,OPEN,27,31,4
1,1522943030000,OPEN,27,31,4
1,1522943326000,OPEN,29,31,2
1,1522943404000,OPEN,30,31,1
1,1522943729000,OPEN,31,31,0
1,1522944270000,OPEN,29,31,2
1,1522944560000,OPEN,26,31,5
1,1522944797000,OPEN,26,31,5
1,1522945085000,OPEN,26,31,5
1,1522945443000,OPEN,28,31,3
1,1522945624000,OPEN,29,31,2
1,1522946064000,OPEN,31,31,0
1,1522946323000,OPEN,29,31,2
1,1522946672000,OPEN,31,31,0
1,1522946931000,OPEN,31,31,0
1,1522947273000,OPEN,30,31,1
1,1522947397000,OPEN,29,31,2
1,1522947863000,OPEN,28,31,3
1,1522948079000,OPEN,28,31,3
1,1522948227000,OPEN,28,31,3
1,1522948683000,OPEN,29,31,2
1,1522948976000,OPEN,29,31,2
1,1522949103000,OPEN,29,31,2
1,1522949103000,OPEN,29,31,2
1,1522949858000,OPEN,30,31,1
1,1522950150000,OPEN,28,31,3
1,1522950569000,OPEN,28,31,3
1,1522950795000,OPEN,29,31,2
1,1522950795000,OPEN,29,31,2
1,1522951431000,OPEN,28,31,3
1,1522951541000,OPEN,27,31,4
1,1522952076000,OPEN,25,31,6
1,1522952370000,OPEN,26,31,5
1,1522952675000,OPEN,25,31,6
1,1522952905000,OPEN,27,31,4
1,1522953270000,OPEN,24,31,7
1,1522953345000,OPEN,23,31,8
1,1522953869000,OPEN,23,31,8
1,1522954149000,OPEN,22,31,9
1,1522954471000,OPEN,20,31,11
1,1522954618000,OPEN,20,31,11
1,1522954938000,OPEN,22,31,9
1,1522955272000,OPEN,21,31,10
1,1522955557000,OPEN,19,31,12
1,1522955557000,OPEN,19,31,12
1,1522956173000,OPEN,22,31,9
1,1522956501000,OPEN,21,31,10
1,1522956876000,OPEN,18,31,13
1,1522956876000,OPEN,18,31,13
1,1522957395000,OPEN,19,31,12
1,1522957608000,OPEN,18,31,13
1,1522958026000,OPEN,17,31,14
1,1522958175000,OPEN,16,31,15
1,1522958660000,OPEN,15,31,16
1,1522958925000,OPEN,13,31,18
1,1522959074000,OPEN,12,31,19
1,1522959545000,OPEN,11,31,20
1,1522959545000,OPEN,11,31,20
1,1522960015000,OPEN,12,31,19
1,1522960015000,OPEN,12,31,19
1,1522960624000,OPEN,12,31,19
1,1522960624000,OPEN,12,31,19
1,1522961328000,OPEN,11,31,20
1,1522961328000,OPEN,11,31,20
1,1522961938000,OPEN,11,31,20
1,1522961938000,OPEN,11,31,20
1,1522962482000,OPEN,19,31,12
1,1522962735000,OPEN,18,31,13
1,1522963088000,OPEN,17,31,14
1,1522963088000,OPEN,17,31,14
1,1522963697000,OPEN,17,31,14
1,1522963697000,OPEN,17,31,14
1,1522964305000,OPEN,17,31,14
1,1522964305000,OPEN,17,31,14
1,1522964914000,OPEN,17,31,14
1,1522965100000,OPEN,17,31,14
1,1522965100000,OPEN,17,31,14
1,1522965710000,OPEN,16,31,15
1,1522966052000,OPEN,16,31,15
1,1522966052000,OPEN,16,31,15
1,1522966681000,OPEN,13,31,18
1,1522966681000,OPEN,13,31,18
1,1522967291000,OPEN,13,31,18
1,1522967291000,OPEN,13,31,18
1,1522967900000,OPEN,13,31,18
1,1522967900000,OPEN,13,31,18
1,1522968430000,OPEN,13,31,18
1,1522968430000,OPEN,13,31,18
1,1522969053000,OPEN,12,31,19
1,1522969053000,OPEN,12,31,19
1,1522969693000,OPEN,11,31,20
1,1522969883000,OPEN,10,31,21
1,1522969883000,OPEN,10,31,21
1,1522970492000,OPEN,9,31,22
1,1522970492000,OPEN,9,31,22
1,1522971154000,OPEN,9,31,22
1,1522971154000,OPEN,9,31,22
1,1522971813000,OPEN,9,31,22
1,1522971813000,OPEN,9,31,22
1,1522972422000,OPEN,9,31,22
1,1522972422000,OPEN,9,31,22
1,1522973031000,OPEN,9,31,22
1,1522973031000,OPEN,9,31,22
1,1522973641000,OPEN,9,31,22
1,1522973641000,OPEN,9,31,22
1,1522974250000,OPEN,9,31,22
1,1522974250000,OPEN,9,31,22
1,1522974859000,OPEN,9,31,22
1,1522974859000,OPEN,9,31,22
1,1522975468000,OPEN,9,31,22
1,1522975468000,OPEN,9,31,22
1,1522976077000,OPEN,9,31,22
1,1522976077000,OPEN,9,31,22
1,1522976077000,OPEN,9,31,22
1,1522976687000,OPEN,9,31,22
1,1522976687000,OPEN,9,31,22
1,1522977296000,OPEN,9,31,22
1,1522977296000,OPEN,9,31,22
1,1522977905000,OPEN,9,31,22
1,1522978425000,OPEN,9,31,22
1,1522978522000,OPEN,9,31,22
1,1522978522000,OPEN,9,31,22
1,1522979131000,OPEN,9,31,22
1,1522979131000,OPEN,9,31,22
1,1522979740000,OPEN,9,31,22
1,1522979740000,OPEN,9,31,22
1,1522980349000,OPEN,9,31,22
1,1522980349000,OPEN,9,31,22
1,1522980958000,OPEN,9,31,22
1,1522980958000,OPEN,9,31,22
1,1522981568000,OPEN,9,31,22
1,1522981568000,OPEN,9,31,22
1,1522982177000,OPEN,9,31,22
1,1522982177000,OPEN,9,31,22
1,1522982786000,OPEN,9,31,22
1,1522982786000,OPEN,9,31,22
1,1522983395000,OPEN,9,31,22
1,1522983395000,OPEN,9,31,22
1,1522984004000,OPEN,9,31,22
1,1522984004000,OPEN,9,31,22
1,1522984613000,OPEN,9,31,22
1,1522984613000,OPEN,9,31,22
1,1522985223000,OPEN,9,31,22
1,1522985223000,OPEN,9,31,22
1,1522985832000,OPEN,9,31,22
1,1522985832000,OPEN,9,31,22
1,1522986442000,OPEN,9,31,22
1,1522986442000,OPEN,9,31,22
1,1522987051000,OPEN,9,31,22
1,1522987243000,OPEN,9,31,22
1,1522987243000,OPEN,9,31,22
1,1522987852000,OPEN,9,31,22
1,1522987852000,OPEN,9,31,22
1,1522988461000,OPEN,9,31,22
1,1522988757000,OPEN,11,31,20
1,1522988757000,OPEN,11,31,20
1,1522989406000,OPEN,12,31,19
1,1522989406000,OPEN,12,31,19
1,1522990016000,OPEN,12,31,19
1,1522990225000,OPEN,13,31,18
1,1522990602000,OPEN,14,31,17
1,1522990602000,OPEN,14,31,17
1,1522991212000,OPEN,14,31,17
1,1522991212000,OPEN,14,31,17
1,1522991821000,OPEN,14,31,17
1,1522991821000,OPEN,14,31,17
1,1522992418000,OPEN,15,31,16
1,1522992792000,OPEN,16,31,15
1,1522992960000,OPEN,16,31,15
1,1522992960000,OPEN,16,31,15
1,1522993569000,OPEN,15,31,16
1,1522994057000,OPEN,16,31,15
1,1522994186000,OPEN,18,31,13
1,1522994594000,OPEN,20,31,11
1,1522994975000,OPEN,20,31,11
1,1522995141000,OPEN,14,31,17
1,1522995563000,OPEN,6,31,25
1,1522995723000,OPEN,3,31,28
1,1522995723000,OPEN,3,31,28
1,1522996332000,OPEN,3,31,28
1,1522996719000,OPEN,4,31,27
1,1522996996000,OPEN,5,31,26
1,1522997297000,OPEN,8,31,23
1,1522997666000,OPEN,12,31,19
1,1522997780000,OPEN,13,31,18
1,1522997780000,OPEN,13,31,18
1,1522998305000,OPEN,13,31,18
1,1522998878000,OPEN,14,31,17
1,1522999118000,OPEN,12,31,19
1,1522999462000,OPEN,5,31,26
1,1522999767000,OPEN,4,31,27
1,1523000038000,OPEN,5,31,26
1,1523000228000,OPEN,4,31,27
1,1523000667000,OPEN,7,31,24
1,1523000881000,OPEN,8,31,23
1,1523001255000,OPEN,11,31,20
1,1523001255000,OPEN,11,31,20
1,1523001877000,OPEN,10,31,21
1,1523001896000,OPEN,11,31,20
1,1523002392000,OPEN,12,31,19
1,1523002392000,OPEN,12,31,19
1,1523003001000,OPEN,12,31,19
1,1523003300000,OPEN,13,31,18
1,1523003430000,OPEN,13,31,18
1,1523003430000,OPEN,13,31,18
1,1523004055000,OPEN,14,31,17
1,1523004569000,OPEN,16,31,15
1,1523004827000,OPEN,17,31,14
1,1523005151000,OPEN,17,31,14
1,1523005151000,OPEN,17,31,14
1,1523005761000,OPEN,17,31,14
1,1523005761000,OPEN,17,31,14
1,1523006171000,OPEN,18,31,13
1,1523006679000,OPEN,20,31,11
1,1523006682000,OPEN,21,31,10
1,1523007120000,OPEN,22,31,9
1,1523007120000,OPEN,22,31,9
1,1523007729000,OPEN,22,31,9
1,1523007729000,OPEN,22,31,9
1,1523008338000,OPEN,22,31,9
1,1523008590000,OPEN,23,31,8
1,1523008892000,OPEN,23,31,8
1,1523009234000,OPEN,22,31,9
1,1523009529000,OPEN,20,31,11
1,1523009529000,OPEN,20,31,11
1,1523010139000,OPEN,20,31,11
1,1523010353000,OPEN,21,31,10
1,1523010353000,OPEN,21,31,10
1,1523010962000,OPEN,21,31,10
1,1523010962000,OPEN,21,31,10
1,1523011571000,OPEN,21,31,10
1,1523011571000,OPEN,21,31,10
1,1523012169000,OPEN,22,31,9
1,1523012169000,OPEN,22,31,9
1,1523012765000,OPEN,22,31,9
1,1523012765000,OPEN,22,31,9
1,1523013489000,OPEN,22,31,9
1,1523013489000,OPEN,22,31,9
1,1523013887000,OPEN,21,31,9
1,1523013887000,OPEN,21,31,9
1,1523014750000,OPEN,22,31,8
1,1523014750000,OPEN,22,31,8
1,1523015359000,OPEN,22,31,8
1,1523015359000,OPEN,22,31,8
1,1523015968000,OPEN,22,31,8
1,1523016035000,OPEN,23,31,7
1,1523016035000,OPEN,23,31,7
1,1523016645000,OPEN,23,31,7
1,1523016645000,OPEN,23,31,7
1,1523017478000,OPEN,23,31,7
1,1523017723000,OPEN,24,31,6
1,1523017953000,OPEN,25,31,5
1,1523018347000,OPEN,25,31,5
1,1523018650000,OPEN,24,31,6
1,1523018978000,OPEN,24,31,6
1,1523019266000,OPEN,25,31,5
1,1523019472000,OPEN,25,31,5
1,1523019472000,OPEN,25,31,5
1,1523020166000,OPEN,26,31,4
1,1523020166000,OPEN,26,31,4
1,1523020558000,OPEN,25,31,6
1,1523020843000,OPEN,25,31,6
1,1523020843000,OPEN,25,31,6
1,1523021479000,OPEN,26,31,5
1,1523021706000,OPEN,27,31,4
1,1523022250000,OPEN,29,31,2
1,1523022529000,OPEN,29,31,2
1,1523022529000,OPEN,29,31,2
1,1523023138000,OPEN,28,31,3
1,1523023138000,OPEN,28,31,3
1,1523023770000,OPEN,28,31,3
1,1523023817000,OPEN,27,31,4
1,1523023817000,OPEN,27,31,4
1,1523024587000,OPEN,27,31,4
1,1523024587000,OPEN,27,31,4
1,1523025021000,OPEN,27,31,4
1,1523025314000,OPEN,28,31,3
1,1523025794000,OPEN,29,31,2
1,1523025955000,OPEN,28,31,3
1,1523026428000,OPEN,28,31,3
1,1523026762000,OPEN,27,31,4
1,1523027010000,OPEN,28,31,3
1,1523027154000,OPEN,28,31,3
1,1523027154000,OPEN,28,31,3
1,1523027930000,OPEN,28,31,3
1,1523027930000,OPEN,28,31,3
1,1523028355000,OPEN,28,31,3
1,1523028873000,OPEN,27,31,4
1,1523029160000,OPEN,29,31,2
1,1523029343000,OPEN,30,31,1
1,1523029625000,OPEN,30,31,1
1,1523030077000,OPEN,29,31,2
1,1523030349000,OPEN,31,31,0
1,1523030677000,OPEN,27,31,4
1,1523030946000,OPEN,29,31,2
1,1523031257000,OPEN,24,31,7
1,1523031516000,OPEN,23,31,8
1,1523031772000,OPEN,23,31,8
1,1523032173000,OPEN,25,31,6
1,1523032469000,OPEN,25,31,6
1,1523032767000,OPEN,24,31,7
1,1523032995000,OPEN,27,31,4
1,1523033348000,OPEN,28,31,3
1,1523033403000,OPEN,29,31,2
1,1523033964000,OPEN,26,31,5
1,1523034255000,OPEN,30,31,1
1,1523034564000,OPEN,30,31,1
1,1523034873000,OPEN,28,31,3
1,1523035154000,OPEN,28,31,3
1,1523035460000,OPEN,30,31,1
1,1523035709000,OPEN,29,31,2
1,1523035909000,OPEN,30,31,1
1,1523036143000,OPEN,31,31,0
1,1523036615000,OPEN,30,31,1
1,1523036723000,OPEN,30,31,1
1,1523037247000,OPEN,30,31,1
1,1523037472000,OPEN,30,31,1
1,1523037472000,OPEN,30,31,1
1,1523037965000,OPEN,29,31,2
1,1523038304000,OPEN,28,31,3
1,1523038507000,OPEN,28,31,3
1,1523039073000,OPEN,26,31,5
1,1523039370000,OPEN,24,31,7
1,1523039535000,OPEN,23,31,8
1,1523039922000,OPEN,24,31,7
1,1523040248000,OPEN,25,31,6
1,1523040538000,OPEN,28,31,3
1,1523040866000,OPEN,28,31,3
1,1523041086000,OPEN,25,31,6
1,1523041439000,OPEN,25,31,6
1,1523041725000,OPEN,25,31,6
1,1523041860000,OPEN,25,31,6
1,1523041860000,OPEN,25,31,6
1,1523042499000,OPEN,25,31,6
1,1523042963000,OPEN,24,31,7
1,1523043139000,OPEN,23,31,8
1,1523043555000,OPEN,23,31,8
1,1523043872000,OPEN,23,31,8
1,1523043951000,OPEN,20,31,11
1,1523044389000,OPEN,21,31,10
1,1523044745000,OPEN,23,31,8
1,1523044996000,OPEN,24,31,7
1,1523045310000,OPEN,25,31,6
1,1523045548000,OPEN,25,31,6
1,1523045548000,OPEN,25,31,6
1,1523046157000,OPEN,24,31,7
1,1523046157000,OPEN,24,31,7
1,1523046635000,OPEN,25,31,6
1,1523046635000,OPEN,25,31,6
1,1523047244000,OPEN,25,31,6
1,1523047244000,OPEN,25,31,6
1,1523048076000,OPEN,25,31,6
1,1523048083000,OPEN,27,31,4
1,1523048676000,OPEN,28,31,3
1,1523048676000,OPEN,28,31,3
1,1523048676000,OPEN,28,31,3
1,1523049285000,OPEN,27,31,4
1,1523049858000,OPEN,26,31,5
1,1523049858000,OPEN,26,31,5
1,1523050349000,OPEN,25,31,6
1,1523050349000,OPEN,25,31,6
1,1523050960000,OPEN,24,31,7
1,1523050960000,OPEN,24,31,7
1,1523051569000,OPEN,24,31,7
1,1523051827000,OPEN,23,31,8
1,1523051827000,OPEN,23,31,8
1,1523052437000,OPEN,22,31,9
1,1523052437000,OPEN,22,31,9
1,1523053148000,OPEN,23,31,8
1,1523053393000,OPEN,23,31,8
1,1523053729000,OPEN,22,31,9
1,1523053849000,OPEN,22,31,9
1,1523053849000,OPEN,22,31,9
1,1523054460000,OPEN,21,31,10
1,1523054798000,OPEN,21,31,10
1,1523054798000,OPEN,21,31,10
1,1523055407000,OPEN,20,31,11
1,1523055407000,OPEN,20,31,11
1,1523055882000,OPEN,21,31,10
1,1523055882000,OPEN,21,31,10
1,1523056597000,OPEN,21,31,10
1,1523056824000,OPEN,20,31,11
1,1523056824000,OPEN,20,31,11
1,1523057569000,OPEN,19,31,12
1,1523057569000,OPEN,19,31,12
1,1523058178000,OPEN,19,31,12
1,1523058178000,OPEN,19,31,12
1,1523058788000,OPEN,19,31,12
1,1523058788000,OPEN,19,31,12
1,1523059397000,OPEN,19,31,12
1,1523059397000,OPEN,19,31,12
1,1523060006000,OPEN,19,31,12
1,1523060006000,OPEN,19,31,12
1,1523060615000,OPEN,19,31,12
1,1523060615000,OPEN,19,31,12
1,1523061225000,OPEN,19,31,12
1,1523061225000,OPEN,19,31,12
1,1523061835000,OPEN,19,31,12
1,1523061835000,OPEN,19,31,12
1,1523062445000,OPEN,19,31,12
1,1523062445000,OPEN,19,31,12
1,1523063055000,OPEN,19,31,12
1,1523063055000,OPEN,19,31,12
1,1523063664000,OPEN,19,31,12
1,1523063664000,OPEN,19,31,12
1,1523064273000,OPEN,19,31,12
1,1523064273000,OPEN,19,31,12
1,1523064841000,OPEN,19,31,12
1,1523064918000,OPEN,19,31,12
1,1523064918000,OPEN,19,31,12
1,1523065528000,OPEN,19,31,12
1,1523065528000,OPEN,19,31,12
1,1523066137000,OPEN,19,31,12
1,1523066137000,OPEN,19,31,12
1,1523066747000,OPEN,19,31,12
1,1523066747000,OPEN,19,31,12
1,1523067356000,OPEN,19,31,12
1,1523067356000,OPEN,19,31,12
1,1523067965000,OPEN,19,31,12
1,1523067965000,OPEN,19,31,12
1,1523068575000,OPEN,19,31,12
1,1523068575000,OPEN,19,31,12
1,1523069184000,OPEN,19,31,12
1,1523069184000,OPEN,19,31,12
1,1523069793000,OPEN,19,31,12
1,1523069793000,OPEN,19,31,12
1,1523070402000,OPEN,19,31,12
1,1523070402000,OPEN,19,31,12
1,1523071012000,OPEN,19,31,12
1,1523071012000,OPEN,19,31,12
1,1523071621000,OPEN,19,31,12
1,1523071621000,OPEN,19,31,12
1,1523072230000,OPEN,19,31,12
1,1523072230000,OPEN,19,31,12
1,1523072839000,OPEN,19,31,12
1,1523072839000,OPEN,19,31,12
1,1523073448000,OPEN,19,31,12
1,1523073638000,OPEN,19,31,12
1,1523073638000,OPEN,19,31,12
1,1523074248000,OPEN,19,31,12
1,1523074248000,OPEN,19,31,12
1,1523074857000,OPEN,19,31,12
1,1523075286000,OPEN,21,31,10
1,1523075286000,OPEN,21,31,10
1,1523075895000,OPEN,21,31,10
1,1523075895000,OPEN,21,31,10
1,1523076505000,OPEN,21,31,10
1,1523076505000,OPEN,21,31,10
1,1523077115000,OPEN,21,31,10
1,1523077115000,OPEN,21,31,10
1,1523077724000,OPEN,21,31,10
1,1523077724000,OPEN,21,31,10
1,1523078333000,OPEN,21,31,10
1,1523078488000,OPEN,22,31,9
1,1523078488000,OPEN,22,31,9
1,1523079098000,OPEN,22,31,9
1,1523079098000,OPEN,22,31,9
1,1523079587000,OPEN,23,31,8
1,1523079587000,OPEN,23,31,8
1,1523080377000,OPEN,24,31,7
1,1523080664000,OPEN,25,31,6
1,1523080805000,OPEN,27,31,4
1,1523080805000,OPEN,27,31,4
1,1523081414000,OPEN,27,31,4
1,1523081414000,OPEN,27,31,4
1,1523082024000,OPEN,27,31,4
1,1523082024000,OPEN,27,31,4
1,1523082634000,OPEN,27,31,4
1,1523082634000,OPEN,27,31,4
1,1523083363000,OPEN,28,31,3
1,1523083363000,OPEN,28,31,3
1,1523083850000,OPEN,29,31,2
1,1523083850000,OPEN,29,31,2
1,1523084460000,OPEN,29,31,2
1,1523084460000,OPEN,29,31,2
1,1523085245000,OPEN,29,31,2
1,1523085245000,OPEN,29,31,2
1,1523085775000,OPEN,29,31,2
1,1523085775000,OPEN,29,31,2
1,1523086252000,OPEN,30,31,1
1,1523086601000,OPEN,31,31,0
1,1523086601000,OPEN,31,31,0
1,1523087211000,OPEN,31,31,0
1,1523087211000,OPEN,31,31,0
1,1523087820000,OPEN,31,31,0
1,1523087820000,OPEN,31,31,0
1,1523088429000,OPEN,31,31,0
1,1523088429000,OPEN,31,31,0
1,1523089038000,OPEN,31,31,0
1,1523089038000,OPEN,31,31,0
1,1523089648000,OPEN,31,31,0
